Date,Open,High,Low,Close,Adj Close,Volume
2011-06-13,1220.000000,1236.400024,1161.300049,1165.000000,1068.670288,2305096
2011-06-20,1177.000000,1177.000000,1085.800049,1119.599976,1027.024170,2538102
2011-06-27,1109.900024,1186.750000,1106.000000,1143.150024,1048.626709,1800720
2011-07-04,1144.000000,1202.000000,1131.349976,1184.250000,1086.328369,1211851
2011-07-11,1175.199951,1188.400024,1140.250000,1177.550049,1080.182251,1028783
2011-07-18,1170.000000,1188.949951,1147.599976,1161.599976,1065.551392,1201027
2011-07-25,1156.699951,1225.000000,1153.599976,1206.650024,1106.876343,3124788
2011-08-01,1210.099976,1228.900024,1168.800049,1192.000000,1093.437744,1921351
2011-08-08,1178.449951,1283.400024,1163.099976,1246.349976,1143.293335,2402823
2011-08-15,1246.349976,1255.599976,1134.099976,1159.050049,1063.212158,1284357
2011-08-22,1165.500000,1174.599976,1047.750000,1083.400024,993.817322,1921344
2011-08-29,1080.000000,1107.000000,1056.000000,1078.949951,996.186096,1950648
2011-09-05,1073.500000,1149.000000,1064.250000,1103.400024,1018.760742,2548343
2011-09-12,1098.000000,1117.650024,1041.349976,1109.449951,1024.346436,3066929
2011-09-19,1105.000000,1161.900024,1048.599976,1090.900024,1007.219666,4233694
2011-09-26,1104.000000,1116.900024,1057.000000,1083.000000,999.925415,1865784
2011-10-03,1083.900024,1129.000000,1073.300049,1113.199951,1027.808838,3336670
2011-10-10,1080.099976,1091.849976,1021.599976,1027.250000,948.452026,3446611
2011-10-17,1030.550049,1117.500000,1010.000000,1094.550049,1010.589539,4811744
2011-10-24,1112.000000,1185.000000,1106.300049,1126.000000,1039.627075,3121261
2011-10-31,1072.000000,1152.800049,1060.000000,1122.250000,1036.164795,4525220
2011-11-07,1122.250000,1133.949951,1037.000000,1059.750000,978.459045,1635431
2011-11-14,1068.349976,1072.800049,907.049988,940.599976,868.448669,4623545
2011-11-21,939.000000,999.000000,931.000000,949.950012,877.081482,4252283
2011-11-28,966.950012,1008.000000,952.099976,992.349976,916.229065,3707248
2011-12-05,982.049988,1014.900024,956.349976,985.799988,910.181519,2225684
2011-12-12,985.799988,990.049988,908.700012,931.549988,860.092896,3070268
2011-12-19,925.000000,988.500000,900.000000,975.500000,900.671570,2710723
2011-12-26,984.000000,991.000000,911.000000,918.299988,847.859253,1748415
2012-01-02,923.000000,969.000000,917.000000,949.750000,876.896851,1999144
2012-01-09,949.900024,1009.200012,948.000000,977.049988,902.102722,2260427
2012-01-16,970.000000,1144.849976,970.000000,1103.500000,1018.853027,8305748
2012-01-23,1084.000000,1219.000000,1070.050049,1210.650024,1117.783936,7327393
2012-01-30,1204.000000,1254.000000,1167.650024,1240.849976,1145.667114,4009846
2012-02-06,1250.000000,1280.000000,1233.250000,1244.599976,1149.129517,2694196
2012-02-13,1242.199951,1375.000000,1215.250000,1321.550049,1220.176880,4712082
2012-02-20,1321.550049,1337.050049,1271.650024,1285.250000,1186.661499,2396710
2012-02-27,1285.099976,1336.699951,1235.250000,1330.550049,1228.486450,4290902
2012-03-05,1320.699951,1359.000000,1281.000000,1341.349976,1238.458130,2273726
2012-03-12,1351.000000,1428.949951,1328.699951,1374.349976,1268.926636,4167568
2012-03-19,1377.500000,1378.800049,1286.199951,1306.550049,1206.327393,2879884
2012-03-26,1315.000000,1356.500000,1254.000000,1350.500000,1246.906250,3987362
2012-04-02,1361.000000,1364.199951,1303.900024,1315.699951,1214.775757,1505339
2012-04-09,1305.000000,1350.000000,1260.650024,1322.750000,1221.284668,2971681
2012-04-16,1312.550049,1417.050049,1309.900024,1390.699951,1284.022583,3491347
2012-04-23,1391.099976,1408.000000,1349.750000,1382.500000,1276.451660,2574115
2012-04-30,1399.000000,1399.000000,1260.949951,1281.300049,1183.014404,2930320
2012-05-07,1264.949951,1331.699951,1217.099976,1235.250000,1140.496704,2545185
2012-05-14,1235.000000,1258.000000,1156.000000,1166.650024,1077.158936,2945023
2012-05-21,1173.250000,1224.599976,1109.000000,1119.000000,1033.164185,4023627
2012-05-28,1124.099976,1157.349976,1071.000000,1074.849976,992.400818,7023201
2012-06-04,1069.699951,1146.400024,1051.000000,1124.050049,1037.826660,3520216
2012-06-11,1132.000000,1152.800049,1073.150024,1106.800049,1021.899719,4160499
2012-06-18,1115.000000,1127.449951,1062.099976,1102.099976,1017.560486,3406069
2012-06-25,1106.599976,1176.000000,1105.050049,1169.750000,1080.021240,3608247
2012-07-02,1180.000000,1250.000000,1155.000000,1215.500000,1122.261719,5048958
2012-07-09,1212.000000,1228.800049,1175.650024,1183.949951,1093.131958,2758342
2012-07-16,1190.000000,1229.000000,1094.750000,1147.500000,1059.478027,14280247
2012-07-23,1106.000000,1125.599976,1074.300049,1112.949951,1027.578125,10610299
2012-07-30,1085.099976,1144.000000,1082.650024,1120.849976,1034.872192,3493318
2012-08-06,1134.000000,1175.849976,1125.000000,1165.800049,1076.374023,3084059
2012-08-13,1179.300049,1198.000000,1160.000000,1177.550049,1087.222656,3641611
2012-08-20,1177.550049,1206.000000,1161.000000,1190.300049,1105.995117,2661460
2012-08-27,1194.949951,1198.500000,1130.000000,1143.300049,1062.323975,2707980
2012-09-03,1130.199951,1208.000000,1130.199951,1205.000000,1119.653931,3338098
